account_id,account_district_id,statement_freq,account_date_opened,loan_id,date,amount,duration,payments,status
143,21,MONTHLY,1426,,,,,,
144,10,WEEKLY,1553,,,,,,
145,31,MONTHLY,1097,,,,,,
146,4,MONTHLY,244,,,,,,
148,8,MONTHLY,171,,,,,,
149,43,MONTHLY,1780,,,,,,
150,73,MONTHLY,804,,,,,,
151,76,MONTHLY,248,,,,,,
152,1,MONTHLY,1197,,,,,,
153,77,MONTHLY,261,,,,,,
154,46,MONTHLY,536,,,,,,
155,58,MONTHLY,1040,,,,,,
156,64,MONTHLY,1755,,,,,,
157,11,MONTHLY,1547,,,,,,
158,37,MONTHLY,803,,,,,,
159,70,MONTHLY,1502,,,,,,
160,23,MONTHLY,246,,,,,,
161,28,MONTHLY,549,,,,,,
162,60,MONTHLY,236,,,,,,
163,30,MONTHLY,26,,,,,,
164,60,MONTHLY,1351,,,,,,
165,25,MONTHLY,151,,,,,,
166,17,MONTHLY,1327,,,,,,
167,29,WEEKLY,1151,,,,,,
168,31,MONTHLY,116,,,,,,
169,4,MONTHLY,1000,,,,,,
170,59,MONTHLY,1278,,,,,,
171,46,MONTHLY,1254,,,,,,
172,13,MONTHLY,241,,,,,,
173,66,MONTHLY,329,5002.0,940531.0,104808.0,12.0,8734.0,A
174,52,MONTHLY,1342,,,,,,
176,71,WEEKLY,1319,5005.0,970410.0,27456.0,12.0,2288.0,A
177,1,MONTHLY,1729,,,,,,
178,59,MONTHLY,1709,,,,,,
179,1,WEEKLY,1725,,,,,,
180,55,WEEKLY,347,,,,,,
181,21,MONTHLY,1257,,,,,,
182,47,MONTHLY,1331,,,,,,
183,43,MONTHLY,345,,,,,,
184,77,MONTHLY,1146,,,,,,
185,32,MONTHLY,1645,,,,,,
186,1,WEEKLY,209,,,,,,
187,5,MONTHLY,86,,,,,,
188,54,MONTHLY,109,,,,,,
189,76,MONTHLY,1566,,,,,,
190,74,MONTHLY,790,,,,,,
191,41,MONTHLY,1536,,,,,,
192,55,MONTHLY,7,,,,,,
193,69,MONTHLY,1451,,,,,,
194,44,MONTHLY,1308,,,,,,
195,70,MONTHLY,1518,,,,,,
196,4,MONTHLY,317,,,,,,
197,1,MONTHLY,55,,,,,,
198,70,MONTHLY,297,,,,,,
199,70,MONTHLY,1394,,,,,,
200,17,MONTHLY,548,,,,,,
201,63,MONTHLY,670,,,,,,
204,67,MONTHLY,1107,,,,,,
205,1,MONTHLY,1741,,,,,,
206,61,MONTHLY,827,,,,,,
207,2,MONTHLY,205,,,,,,
208,54,MONTHLY,1181,,,,,,
209,37,MONTHLY,1423,,,,,,
210,48,MONTHLY,1171,,,,,,
211,28,MONTHLY,1660,,,,,,
212,27,WEEKLY,19,,,,,,
213,73,MONTHLY,970,,,,,,
214,22,MONTHLY,1528,,,,,,
215,31,MONTHLY,1789,,,,,,
216,38,MONTHLY,500,,,,,,
217,77,MONTHLY,749,,,,,,
218,68,MONTHLY,1131,,,,,,
219,28,MONTHLY,978,,,,,,
220,72,MONTHLY,98,,,,,,
221,19,MONTHLY,1398,,,,,,
222,37,MONTHLY,73,,,,,,
223,39,MONTHLY,893,,,,,,
224,15,MONTHLY,1395,,,,,,
225,1,MONTHLY,208,,,,,,
226,70,MONTHLY,1514,5015.0,980712.0,109344.0,12.0,9112.0,C
227,27,MONTHLY,816,,,,,,
228,5,MONTHLY,270,,,,,,
229,1,MONTHLY,1618,,,,,,
230,1,MONTHLY,1151,,,,,,
231,22,MONTHLY,822,,,,,,
232,45,MONTHLY,1793,,,,,,
234,73,MONTHLY,195,,,,,,
235,41,MONTHLY,278,,,,,,
236,72,MONTHLY,1170,,,,,,
237,50,MONTHLY,448,,,,,,
238,6,MONTHLY,226,,,,,,
239,69,WEEKLY,59,,,,,,
240,72,MONTHLY,1578,,,,,,
241,15,MONTHLY,1367,,,,,,
242,69,MONTHLY,1336,,,,,,
243,55,WEEKLY,309,,,,,,
244,24,MONTHLY,38,,,,,,
245,65,MONTHLY,328,,,,,,
246,65,MONTHLY,1814,,,,,,
248,1,MONTHLY,821,,,,,,
249,28,MONTHLY,1432,,,,,,
250,56,MONTHLY,1590,,,,,,
251,74,MONTHLY,1191,,,,,,
252,19,MONTHLY,1455,,,,,,
253,46,MONTHLY,1068,,,,,,
255,68,MONTHLY,1402,,,,,,
256,37,MONTHLY,863,,,,,,
257,11,MONTHLY,1038,,,,,,
258,64,MONTHLY,1650,,,,,,
259,2,MONTHLY,300,,,,,,
260,24,MONTHLY,1016,,,,,,
261,54,MONTHLY,1375,,,,,,
262,75,MONTHLY,1121,,,,,,
263,64,WEEKLY,1463,,,,,,
264,15,MONTHLY,1134,,,,,,
265,19,MONTHLY,1281,,,,,,
266,47,MONTHLY,495,,,,,,
267,38,MONTHLY,845,,,,,,
268,3,MONTHLY,1244,,,,,,
269,3,MONTHLY,1337,,,,,,
270,27,MONTHLY,752,,,,,,
271,1,MONTHLY,1320,,,,,,
272,11,MONTHLY,1391,,,,,,
273,24,TRANSACTION,191,,,,,,
274,76,MONTHLY,231,,,,,,
275,29,MONTHLY,1096,,,,,,
276,38,MONTHLY,1802,5027.0,981202.0,160920.0,36.0,4470.0,C
277,32,TRANSACTION,485,,,,,,
278,73,MONTHLY,1193,,,,,,
279,39,MONTHLY,103,,,,,,
280,25,MONTHLY,22,,,,,,
281,1,MONTHLY,1395,,,,,,
282,69,MONTHLY,1592,,,,,,
283,44,MONTHLY,1203,,,,,,
284,54,MONTHLY,1659,,,,,,
285,17,MONTHLY,857,,,,,,
286,71,MONTHLY,1181,,,,,,
287,16,MONTHLY,299,,,,,,
288,25,MONTHLY,806,,,,,,
289,1,MONTHLY,440,,,,,,
290,56,MONTHLY,335,5032.0,941103.0,123696.0,48.0,2577.0,A
291,7,MONTHLY,1619,,,,,,
292,49,MONTHLY,1517,,,,,,
293,1,MONTHLY,1584,,,,,,
294,7,MONTHLY,1465,,,,,,
295,66,MONTHLY,1787,,,,,,
296,49,MONTHLY,1139,,,,,,
297,74,MONTHLY,1346,,,,,,
298,35,MONTHLY,1796,,,,,,
299,77,MONTHLY,94,,,,,,
300,1,MONTHLY,173,,,,,,
301,60,MONTHLY,982,,,,,,
302,7,MONTHLY,1224,,,,,,
303,71,MONTHLY,1301,5034.0,980530.0,112752.0,36.0,3132.0,C
304,4,MONTHLY,1539,,,,,,
305,34,MONTHLY,1386,,,,,,
306,16,MONTHLY,158,,,,,,
307,26,MONTHLY,1679,,,,,,
308,61,MONTHLY,1018,,,,,,
309,14,MONTHLY,1575,5036.0,981125.0,91248.0,48.0,1901.0,C
311,50,MONTHLY,1680,,,,,,
312,41,MONTHLY,1097,,,,,,
313,73,MONTHLY,1282,,,,,,
314,15,TRANSACTION,1120,5039.0,970503.0,66840.0,24.0,2785.0,C
315,45,MONTHLY,1802,,,,,,
316,62,MONTHLY,1588,,,,,,
317,76,MONTHLY,68,,,,,,
318,36,MONTHLY,623,,,,,,
319,47,WEEKLY,1019,5041.0,970711.0,369000.0,60.0,6150.0,C
320,47,MONTHLY,1483,,,,,,
321,47,MONTHLY,314,,,,,,
322,1,MONTHLY,50,,,,,,
323,52,MONTHLY,1514,,,,,,
324,1,MONTHLY,1330,,,,,,
325,75,MONTHLY,1374,,,,,,
326,61,MONTHLY,1678,,,,,,
327,54,MONTHLY,152,,,,,,
328,1,MONTHLY,1721,,,,,,
329,3,MONTHLY,1387,,,,,,
330,42,MONTHLY,1423,5042.0,980712.0,331584.0,48.0,6908.0,C
331,65,MONTHLY,1004,,,,,,
332,36,MONTHLY,1106,,,,,,
333,73,MONTHLY,1452,,,,,,
334,1,MONTHLY,143,,,,,,
335,74,MONTHLY,1114,,,,,,
336,62,MONTHLY,1018,,,,,,
337,17,MONTHLY,1058,,,,,,
338,49,MONTHLY,1051,,,,,,
339,46,WEEKLY,1349,5043.0,971225.0,468060.0,60.0,7801.0,C
340,1,MONTHLY,306,,,,,,
341,28,MONTHLY,1418,,,,,,
342,64,MONTHLY,1381,,,,,,
343,18,MONTHLY,480,,,,,,
344,54,MONTHLY,334,5044.0,941221.0,100980.0,60.0,1683.0,C
345,5,MONTHLY,323,,,,,,
346,37,MONTHLY,10,,,,,,
347,65,MONTHLY,346,5045.0,950501.0,187224.0,24.0,7801.0,B
348,25,MONTHLY,1048,,,,,,
349,72,MONTHLY,1619,5046.0,980909.0,42816.0,12.0,3568.0,C
350,47,MONTHLY,1381,,,,,,
351,50,MONTHLY,1508,,,,,,
352,39,MONTHLY,549,,,,,,
353,24,MONTHLY,971,,,,,,
354,59,MONTHLY,300,,,,,,
355,62,WEEKLY,1126,,,,,,
356,70,MONTHLY,1166,,,,,,
357,20,MONTHLY,1164,,,,,,
358,12,MONTHLY,342,,,,,,
359,11,MONTHLY,709,,,,,,
360,32,MONTHLY,1229,,,,,,
361,51,MONTHLY,57,,,,,,
362,15,MONTHLY,93,,,,,,
363,1,MONTHLY,490,,,,,,
364,1,MONTHLY,1480,,,,,,
365,74,MONTHLY,345,,,,,,
366,1,MONTHLY,1391,,,,,,
367,23,MONTHLY,1589,,,,,,
368,77,MONTHLY,186,,,,,,
370,25,MONTHLY,413,,,,,,
371,12,MONTHLY,1309,,,,,,
372,55,MONTHLY,982,,,,,,
373,67,MONTHLY,1266,,,,,,
374,38,MONTHLY,8,,,,,,
375,68,MONTHLY,1253,,,,,,
376,25,MONTHLY,793,,,,,,
377,70,MONTHLY,595,,,,,,
378,68,MONTHLY,1298,5051.0,971011.0,230400.0,60.0,3840.0,C
379,32,MONTHLY,1233,,,,,,
381,68,MONTHLY,184,,,,,,
382,14,MONTHLY,1323,,,,,,
383,38,MONTHLY,1595,,,,,,
384,24,WEEKLY,1717,,,,,,
385,5,MONTHLY,96,,,,,,
386,1,MONTHLY,1683,,,,,,
387,72,MONTHLY,1722,,,,,,
388,59,MONTHLY,771,,,,,,
389,30,MONTHLY,239,,,,,,
390,44,MONTHLY,1141,,,,,,
391,36,MONTHLY,344,,,,,,
392,1,MONTHLY,1290,,,,,,
393,46,MONTHLY,764,,,,,,
395,1,MONTHLY,70,,,,,,
396,21,MONTHLY,66,,,,,,
397,11,MONTHLY,298,,,,,,
398,69,MONTHLY,1757,,,,,,
399,1,MONTHLY,1334,,,,,,
400,28,MONTHLY,197,,,,,,
401,32,MONTHLY,17,,,,,,
402,68,MONTHLY,1717,,,,,,
403,1,MONTHLY,209,,,,,,
404,41,MONTHLY,847,,,,,,
405,55,MONTHLY,1532,,,,,,
406,63,MONTHLY,1341,,,,,,
407,72,WEEKLY,1568,,,,,,
408,41,MONTHLY,201,,,,,,
409,1,MONTHLY,1257,,,,,,
410,49,MONTHLY,1383,,,,,,
411,70,MONTHLY,35,,,,,,
412,74,MONTHLY,1115,,,,,,
413,18,MONTHLY,1285,,,,,,
414,1,MONTHLY,1123,,,,,,
415,25,MONTHLY,61,,,,,,
416,6,MONTHLY,1318,,,,,,
417,73,MONTHLY,1121,,,,,,
418,36,MONTHLY,968,,,,,,
419,13,MONTHLY,297,,,,,,
420,75,MONTHLY,967,,,,,,
421,75,MONTHLY,1791,,,,,,
422,53,WEEKLY,605,,,,,,
423,12,MONTHLY,86,,,,,,
424,12,MONTHLY,1508,,,,,,
425,9,MONTHLY,77,,,,,,
426,1,MONTHLY,332,5060.0,940719.0,252060.0,60.0,4201.0,D
427,8,MONTHLY,569,,,,,,
428,1,MONTHLY,57,,,,,,
429,63,MONTHLY,975,,,,,,
430,54,MONTHLY,974,,,,,,
431,18,MONTHLY,1404,,,,,,
432,46,MONTHLY,166,,,,,,
433,20,MONTHLY,162,,,,,,
434,1,MONTHLY,1453,,,,,,
435,38,MONTHLY,7,,,,,,
436,30,MONTHLY,1314,,,,,,
437,43,MONTHLY,336,,,,,,
438,37,MONTHLY,1634,,,,,,
439,69,MONTHLY,1200,,,,,,
440,29,MONTHLY,1451,5061.0,980313.0,84288.0,48.0,1756.0,C
441,27,WEEKLY,350,,,,,,
442,54,MONTHLY,1549,5063.0,970710.0,357840.0,48.0,7455.0,D
443,64,MONTHLY,27,,,,,,
444,26,MONTHLY,1224,,,,,,
445,63,WEEKLY,209,,,,,,
446,50,MONTHLY,165,,,,,,
447,5,MONTHLY,1321,,,,,,
449,19,MONTHLY,690,,,,,,
450,59,MONTHLY,1243,,,,,,
451,11,MONTHLY,489,,,,,,
452,63,MONTHLY,1062,,,,,,
453,75,MONTHLY,1574,,,,,,
454,7,MONTHLY,856,,,,,,
455,54,MONTHLY,842,,,,,,
456,49,MONTHLY,20,,,,,,
458,7,MONTHLY,896,,,,,,
459,47,MONTHLY,20,,,,,,
460,1,MONTHLY,472,,,,,,
461,30,MONTHLY,48,,,,,,
462,29,MONTHLY,313,,,,,,
463,51,MONTHLY,857,,,,,,
464,43,MONTHLY,1608,,,,,,
465,32,MONTHLY,34,,,,,,
466,71,MONTHLY,1143,,,,,,
467,74,MONTHLY,266,,,,,,
468,49,MONTHLY,1173,,,,,,
469,72,MONTHLY,1655,,,,,,
470,64,MONTHLY,446,,,,,,
471,47,MONTHLY,887,,,,,,
472,8,MONTHLY,1379,5072.0,970428.0,196800.0,24.0,8200.0,D
473,73,MONTHLY,1388,,,,,,
474,61,MONTHLY,1069,,,,,,
475,3,MONTHLY,1591,,,,,,
476,69,MONTHLY,1561,,,,,,
477,1,MONTHLY,24,,,,,,
478,58,MONTHLY,561,,,,,,
479,1,MONTHLY,1038,,,,,,
480,23,MONTHLY,1481,,,,,,
481,72,MONTHLY,1208,,,,,,
483,70,MONTHLY,1656,,,,,,
484,1,MONTHLY,749,,,,,,
485,6,TRANSACTION,3,,,,,,
486,33,MONTHLY,1054,,,,,,
487,40,MONTHLY,1047,,,,,,
488,25,MONTHLY,1266,,,,,,
489,16,MONTHLY,136,,,,,,
490,45,MONTHLY,872,,,,,,
491,44,MONTHLY,1227,,,,,,
492,5,MONTHLY,282,,,,,,
493,26,MONTHLY,459,,,,,,
494,60,MONTHLY,69,,,,,,
496,69,MONTHLY,56,,,,,,
497,55,MONTHLY,104,,,,,,
498,1,MONTHLY,324,,,,,,
500,56,MONTHLY,1212,,,,,,
501,13,MONTHLY,1023,5082.0,961024.0,262980.0,60.0,4383.0,C
502,1,MONTHLY,1746,,,,,,
503,1,MONTHLY,1315,,,,,,
504,73,MONTHLY,110,,,,,,
505,64,MONTHLY,1445,,,,,,
506,67,MONTHLY,1284,,,,,,
507,52,MONTHLY,1263,,,,,,
508,74,MONTHLY,1418,,,,,,
509,36,MONTHLY,1686,,,,,,
510,1,WEEKLY,152,,,,,,
511,14,MONTHLY,1409,,,,,,
512,68,MONTHLY,1474,,,,,,
513,58,MONTHLY,1420,,,,,,
514,70,MONTHLY,1184,,,,,,
515,57,MONTHLY,769,,,,,,
516,6,MONTHLY,1133,,,,,,
517,76,MONTHLY,264,,,,,,
518,74,MONTHLY,616,,,,,,
519,24,MONTHLY,315,,,,,,
520,60,MONTHLY,307,,,,,,
521,9,MONTHLY,1010,,,,,,
522,17,MONTHLY,1083,,,,,,
523,1,MONTHLY,222,,,,,,
524,61,MONTHLY,487,,,,,,
525,70,MONTHLY,1174,5086.0,970716.0,210384.0,48.0,4383.0,C
526,67,MONTHLY,1292,,,,,,
528,17,MONTHLY,1459,,,,,,
529,39,MONTHLY,1690,,,,,,
530,54,MONTHLY,1418,,,,,,
531,31,MONTHLY,959,,,,,,
532,26,MONTHLY,974,,,,,,
533,40,MONTHLY,856,,,,,,
534,1,MONTHLY,1606,,,,,,
535,35,MONTHLY,508,,,,,,
536,14,MONTHLY,1381,,,,,,
537,34,MONTHLY,1468,,,,,,
538,70,MONTHLY,522,,,,,,
539,13,TRANSACTION,46,,,,,,
540,75,MONTHLY,288,,,,,,
541,61,MONTHLY,223,,,,,,
542,1,MONTHLY,304,,,,,,
543,64,MONTHLY,487,,,,,,
544,32,MONTHLY,864,5088.0,960822.0,91152.0,24.0,3798.0,A
545,54,MONTHLY,327,,,,,,
546,8,MONTHLY,1422,,,,,,
547,24,MONTHLY,1668,,,,,,
548,16,MONTHLY,522,,,,,,
549,5,MONTHLY,1426,,,,,,
550,24,MONTHLY,1750,,,,,,
551,77,MONTHLY,126,,,,,,
552,14,MONTHLY,231,,,,,,
553,26,MONTHLY,886,,,,,,
554,26,MONTHLY,1120,,,,,,
555,24,MONTHLY,134,,,,,,
556,12,MONTHLY,1637,,,,,,
557,1,MONTHLY,1059,,,,,,
558,10,MONTHLY,1261,,,,,,
559,46,MONTHLY,63,,,,,,
560,36,MONTHLY,961,,,,,,
561,11,MONTHLY,1441,,,,,,
562,50,MONTHLY,55,,,,,,
563,53,MONTHLY,207,,,,,,
564,5,MONTHLY,1817,,,,,,
565,39,MONTHLY,1058,,,,,,
566,8,MONTHLY,1777,,,,,,
567,15,MONTHLY,1265,,,,,,
568,18,MONTHLY,816,,,,,,
569,76,MONTHLY,1369,,,,,,
570,3,MONTHLY,1413,,,,,,
571,72,MONTHLY,1292,,,,,,
572,32,MONTHLY,450,,,,,,
573,1,WEEKLY,1287,,,,,,
574,70,MONTHLY,210,,,,,,
575,38,MONTHLY,480,,,,,,
576,55,MONTHLY,0,,,,,,
577,29,MONTHLY,627,,,,,,
578,28,WEEKLY,1540,,,,,,
579,1,MONTHLY,1810,,,,,,
580,75,MONTHLY,1235,,,,,,
581,26,MONTHLY,1381,,,,,,
582,12,MONTHLY,581,,,,,,
584,31,MONTHLY,1290,,,,,,
585,4,MONTHLY,1707,,,,,,
586,54,MONTHLY,804,,,,,,
587,19,MONTHLY,1267,,,,,,
588,66,MONTHLY,72,,,,,,
589,1,MONTHLY,1576,,,,,,
590,50,MONTHLY,1149,,,,,,
591,1,MONTHLY,1684,,,,,,
592,23,MONTHLY,1456,,,,,,
593,48,MONTHLY,1292,,,,,,
594,54,MONTHLY,707,,,,,,
595,20,MONTHLY,1450,,,,,,
596,31,MONTHLY,650,,,,,,
597,41,MONTHLY,338,,,,,,
598,1,MONTHLY,1499,,,,,,
599,54,MONTHLY,1433,,,,,,
600,46,MONTHLY,1532,,,,,,
601,29,MONTHLY,215,,,,,,
602,43,MONTHLY,1029,,,,,,
603,62,MONTHLY,1257,,,,,,
604,12,MONTHLY,329,,,,,,
605,65,MONTHLY,1495,,,,,,
606,75,MONTHLY,1768,,,,,,
607,16,MONTHLY,777,,,,,,
608,32,MONTHLY,815,,,,,,
609,63,MONTHLY,499,,,,,,
610,74,MONTHLY,587,,,,,,
611,46,MONTHLY,1662,,,,,,
612,1,MONTHLY,1242,,,,,,
613,74,TRANSACTION,1317,,,,,,
614,25,MONTHLY,1618,,,,,,
615,72,MONTHLY,1194,,,,,,
616,43,MONTHLY,286,,,,,,
617,74,MONTHLY,1330,,,,,,
618,1,MONTHLY,1370,,,,,,
619,1,WEEKLY,981,,,,,,
620,26,MONTHLY,1143,,,,,,
621,52,MONTHLY,1247,,,,,,
622,24,MONTHLY,1633,,,,,,
623,1,MONTHLY,82,,,,,,
624,70,MONTHLY,283,,,,,,
625,70,MONTHLY,922,,,,,,
626,72,MONTHLY,314,,,,,,
627,63,MONTHLY,35,,,,,,
628,72,MONTHLY,367,,,,,,
629,31,MONTHLY,570,,,,,,
630,71,MONTHLY,179,,,,,,
631,68,MONTHLY,1179,,,,,,
632,29,MONTHLY,1229,,,,,,
633,57,MONTHLY,1069,,,,,,
635,21,MONTHLY,597,,,,,,
636,75,MONTHLY,1574,,,,,,
637,49,MONTHLY,1334,,,,,,
638,65,MONTHLY,908,,,,,,
639,1,MONTHLY,1767,,,,,,
640,32,MONTHLY,152,,,,,,
641,40,MONTHLY,1633,,,,,,
643,64,MONTHLY,1761,,,,,,
644,4,MONTHLY,1770,,,,,,
645,70,MONTHLY,1693,,,,,,
646,51,MONTHLY,1100,,,,,,
647,1,MONTHLY,1578,,,,,,
648,13,MONTHLY,312,,,,,,
649,69,WEEKLY,501,,,,,,
650,3,MONTHLY,757,,,,,,
651,72,MONTHLY,331,,,,,,
652,21,MONTHLY,4,,,,,,
653,27,MONTHLY,1691,,,,,,
654,63,MONTHLY,653,,,,,,
655,53,MONTHLY,82,,,,,,
656,3,MONTHLY,1325,,,,,,
657,47,MONTHLY,219,,,,,,
658,4,MONTHLY,1104,,,,,,
659,63,MONTHLY,1443,,,,,,
660,68,MONTHLY,1114,,,,,,
662,21,MONTHLY,563,,,,,,
664,1,MONTHLY,1437,,,,,,
665,8,MONTHLY,975,,,,,,
666,27,MONTHLY,1169,5103.0,971128.0,12540.0,12.0,1045.0,A
669,35,MONTHLY,1253,,,,,,
671,60,MONTHLY,1762,,,,,,
672,53,MONTHLY,1634,,,,,,
673,31,MONTHLY,1802,,,,,,
674,49,MONTHLY,974,,,,,,
675,58,MONTHLY,944,5110.0,970401.0,102240.0,60.0,1704.0,C
676,39,MONTHLY,994,,,,,,
677,70,MONTHLY,1716,,,,,,
678,17,MONTHLY,280,,,,,,
679,22,MONTHLY,1653,,,,,,
680,17,MONTHLY,1659,,,,,,
682,54,MONTHLY,1619,,,,,,
683,74,MONTHLY,1298,,,,,,
684,49,MONTHLY,1227,,,,,,
685,37,WEEKLY,733,,,,,,
686,41,MONTHLY,93,,,,,,
687,27,MONTHLY,1248,,,,,,
688,74,MONTHLY,328,,,,,,
689,1,MONTHLY,1209,,,,,,
690,10,MONTHLY,1287,,,,,,
691,24,MONTHLY,1146,,,,,,
692,69,MONTHLY,1370,,,,,,
693,2,MONTHLY,521,,,,,,
694,67,MONTHLY,1342,,,,,,
695,5,MONTHLY,1206,,,,,,
696,54,MONTHLY,1773,,,,,,
697,28,MONTHLY,53,,,,,,
698,71,MONTHLY,1367,,,,,,
699,1,MONTHLY,259,,,,,,
700,20,MONTHLY,516,,,,,,
701,69,MONTHLY,158,,,,,,
702,12,MONTHLY,173,,,,,,
703,54,MONTHLY,1815,,,,,,
704,55,MONTHLY,0,,,,,,
705,35,MONTHLY,1655,,,,,,
706,49,MONTHLY,1222,,,,,,
708,26,MONTHLY,1184,,,,,,
709,19,MONTHLY,570,,,,,,
710,25,MONTHLY,609,,,,,,
711,70,MONTHLY,551,,,,,,
